sampling.event,date,run.time,ona.fish,okr.section,reach,fork_length_cm,poh_cm,otolith,otolith_vial,total.age,european.age,age.sample.quality,aging.comments,origin,hatchery,sex,spawned,fecundity,dna_yn,dna_vial,dna.results,tagged_yn,tag.type,tag,comments,year,doy,flreg,fish
Deadpitch,10/9/2014,Week 1,129471,Shingle Creek,NA,34,28,2,1,NA,NA,NA,NA,NA,NA,M,n/a,NA,Y,1,NA,NA,NA,NA,NA,2014,282,34,Kokanee
Deadpitch,10/9/2014,Week 1,129472,Shingle Creek,NA,30.5,25,2,2,NA,NA,NA,NA,NA,NA,F,P,NA,Y,2,NA,NA,NA,NA,eggs still in fish,2014,282,30.5,Kokanee
Deadpitch,10/9/2014,Week 1,129473,Shingle Creek,NA,38.5,33.5,2,3,NA,NA,NA,NA,NA,NA,F,S,NA,Y,3,NA,NA,NA,NA,tail deteriated,2014,282,38.5,Sockeye
Deadpitch,10/9/2014,Week 1,129474,Shingle Creek,NA,NA,22.5,2,4,NA,NA,NA,NA,NA,NA,F,S,NA,Y,4,NA,NA,NA,NA,"no tail fin, DNA from dorsal",2014,282,28.5,Kokanee
Deadpitch,10/9/2014,Week 1,129475,Shingle Creek,NA,NA,28.5,1,5,NA,NA,NA,NA,NA,NA,F,S,NA,Y,5,NA,NA,NA,NA,NA,2014,282,36,Sockeye
Deadpitch,10/9/2014,Week 1,129476,Shingle Creek,NA,NA,31,1,6,NA,NA,NA,NA,NA,NA,F,S,NA,Y,6,NA,NA,NA,NA,DNA from dorsal,2014,282,39.2,Sockeye
Deadpitch,10/9/2014,Week 1,129477,Shingle Creek,NA,NA,31,2,7,NA,NA,NA,NA,NA,NA,F,S,NA,Y,7,NA,NA,NA,NA,DNA too thick; falls off sheet,2014,282,39.2,Sockeye
Deadpitch,10/15/2014,Week 2,129478,Shingle Creek,NA,NA,24,2,8,NA,NA,NA,NA,NA,NA,F,S,NA,Y,8,NA,NA,NA,NA,NA,2014,288,30.4,Kokanee
Deadpitch,10/15/2014,Week 2,129479,Shingle Creek,NA,NA,25,2,9,NA,NA,NA,NA,NA,NA,F,S,NA,Y,9,NA,NA,NA,NA,NA,2014,288,31.6,Kokanee
Deadpitch,10/15/2014,Week 2,129480,Shingle Creek,NA,26.5,21.5,2,10,NA,NA,NA,NA,NA,NA,M,n/a,NA,Y,10,NA,NA,NA,NA,NA,2014,288,26.5,Kokanee
Deadpitch,10/15/2014,Week 2,129481,Shingle Creek,NA,24,19,2,11,NA,NA,NA,NA,NA,NA,M,n/a,NA,Y,11,NA,NA,NA,NA,NA,2014,288,24,Kokanee
Deadpitch,10/15/2014,Week 2,129482,Shingle Creek,NA,NA,24,2,12,NA,NA,NA,NA,NA,NA,F,S,NA,Y,12,NA,NA,NA,NA,NA,2014,288,30.4,Kokanee
Deadpitch,10/15/2014,Week 2,129483,Shingle Creek,NA,30.5,23.5,2,13,NA,NA,NA,NA,NA,NA,M,n/a,NA,Y,13,NA,NA,NA,NA,NA,2014,288,30.5,Kokanee
Deadpitch,10/20/2014,Week 3,129484,Shingle Creek,NA,35,26.5,2,14,NA,NA,NA,NA,NA,NA,M,n/a,NA,Y,14,NA,NA,NA,NA,NA,2014,293,35,Sockeye
Deadpitch,10/20/2014,Week 3,129485,Shingle Creek,NA,NA,19,2,15,NA,NA,NA,NA,NA,NA,F,S,NA,Y,15,NA,NA,NA,NA,NA,2014,293,24.1,Kokanee
Deadpitch,10/20/2014,Week 3,129486,Shingle Creek,NA,NA,23.5,2,16,NA,NA,NA,NA,NA,NA,M,n/a,NA,Y,16,NA,NA,NA,NA,NA,2014,293,29.7,Kokanee
Deadpitch,10/20/2014,Week 3,129487,Shingle Creek,NA,NA,36.5,2,17,NA,NA,NA,NA,NA,NA,F,N,NA,Y,17,NA,NA,NA,NA,NA,2014,293,46.1,Sockeye
Deadpitch,10/20/2014,Week 3,129488,Shingle Creek,NA,40,31.5,2,18,NA,NA,NA,NA,NA,NA,M,n/a,NA,Y,18,NA,NA,NA,NA,NA,2014,293,40,Sockeye
Deadpitch,10/20/2014,Week 3,129489,Shingle Creek,NA,43,34.5,2,19,NA,NA,NA,NA,NA,NA,F,N,NA,Y,19,NA,NA,NA,NA,NA,2014,293,43,Sockeye
Deadpitch,10/20/2014,Week 3,129490,Shingle Creek,NA,NA,30.5,2,20,NA,NA,NA,NA,NA,NA,M,n/a,NA,Y,20,NA,NA,NA,NA,one otolith deformed,2014,293,38.6,Sockeye
Deadpitch,10/20/2014,Week 3,129491,Shingle Creek,NA,41,33.5,2,21,NA,NA,NA,NA,NA,NA,M,n/a,NA,Y,21,NA,NA,NA,NA,NA,2014,293,41,Sockeye
Deadpitch,10/20/2014,Week 3,129492,Shingle Creek,NA,40.5,32.5,2,22,NA,NA,NA,NA,NA,NA,M,n/a,NA,Y,22,NA,NA,NA,NA,NA,2014,293,40.5,Sockeye
Deadpitch,10/20/2014,Week 3,129493,Shingle Creek,NA,39,30.5,0,23,NA,NA,NA,NA,NA,NA,F,P,NA,Y,23,NA,NA,NA,NA,"squished fish, missing eyes",2014,293,39,Sockeye
Deadpitch,10/25/2014,Week 3,129494,Shingle Creek,NA,NA,39,2,24,NA,NA,NA,NA,NA,NA,F,S,NA,Y,24,NA,NA,NA,NA,NA,2014,298,49.3,Sockeye
Deadpitch,10/25/2014,Week 3,129495,Shingle Creek,NA,NA,40,2,25,NA,NA,NA,NA,NA,NA,F,S,NA,Y,25,NA,NA,NA,NA,NA,2014,298,50.5,Sockeye
Deadpitch,10/25/2014,Week 3,129496,Shingle Creek,NA,NA,36.5,2,26,NA,NA,NA,NA,NA,NA,F,S,NA,Y,26,NA,NA,NA,NA,NA,2014,298,46.1,Sockeye
Deadpitch,10/25/2014,Week 3,129497,Shingle Creek,NA,NA,24.5,2,27,NA,NA,NA,NA,NA,NA,F,S,NA,Y,27,NA,NA,NA,NA,NA,2014,298,31,Kokanee
Deadpitch,10/25/2014,Week 3,129498,Shingle Creek,NA,46,36.5,2,28,NA,NA,NA,NA,NA,NA,M,n/a,NA,Y,28,NA,NA,NA,NA,NA,2014,298,46,Sockeye
Deadpitch,10/25/2014,Week 3,129499,Shingle Creek,NA,50,39.5,2,29,NA,NA,NA,NA,NA,NA,M,n/a,NA,Y,29,NA,NA,NA,NA,NA,2014,298,50,Sockeye
Deadpitch,10/25/2014,Week 3,129500,Shingle Creek,NA,NA,40,2,30,NA,NA,NA,NA,NA,NA,F,S,NA,Y,30,NA,NA,NA,NA,NA,2014,298,50.5,Sockeye
Deadpitch,10/25/2014,Week 3,129501,Shingle Creek,NA,NA,26.5,2,31,NA,NA,NA,NA,NA,NA,M,n/a,NA,Y,31,NA,NA,NA,NA,NA,2014,298,33.5,Kokanee
Deadpitch,10/25/2014,Week 3,129502,Shingle Creek,NA,NA,23.5,2,32,NA,NA,NA,NA,NA,NA,M,n/a,NA,Y,32,NA,NA,NA,NA,NA,2014,298,29.7,Kokanee
Deadpitch,10/25/2014,Week 3,129503,Shingle Creek,NA,NA,38.5,2,33,NA,NA,NA,NA,NA,NA,M,n/a,NA,Y,33,NA,NA,NA,NA,NA,2014,298,48.6,Sockeye
Deadpitch,10/25/2014,Week 3,129504,Shingle Creek,NA,NA,42,2,34,NA,NA,NA,NA,NA,NA,F,P,NA,Y,34,NA,NA,NA,NA,NA,2014,298,53.1,Sockeye
Deadpitch,10/25/2014,Week 3,129505,Shingle Creek,NA,NA,35.5,2,35,NA,NA,NA,NA,NA,NA,M,n/a,NA,Y,35,NA,NA,spaghetti & PIT,#4564 & 3DD003BAD2FB3,NA,2014,298,44.9,Sockeye
Deadpitch,10/25/2014,Week 3,129506,Shingle Creek,NA,NA,32,2,36,NA,NA,NA,NA,NA,NA,M,n/a,NA,Y,36,NA,NA,NA,NA,NA,2014,298,40.5,Sockeye
Deadpitch,10/25/2014,Week 3,129507,Shingle Creek,NA,36.5,28.5,2,37,NA,NA,NA,NA,NA,NA,M,n/a,NA,Y,37,NA,NA,NA,NA,NA,2014,298,36.5,Sockeye
Deadpitch,10/25/2014,Week 3,129508,Shingle Creek,NA,38.5,30,2,38,NA,NA,NA,NA,NA,NA,M,n/a,NA,Y,38,NA,NA,NA,NA,NA,2014,298,38.5,Sockeye
Deadpitch,10/25/2014,Week 3,129509,Shingle Creek,NA,NA,33,2,39,NA,NA,NA,NA,NA,NA,M,n/a,NA,Y,39,NA,NA,NA,NA,NA,2014,298,41.7,Sockeye
Deadpitch,10/25/2014,Week 3,129510,Shingle Creek,NA,NA,38.5,2,40,NA,NA,NA,NA,NA,NA,M,n/a,NA,Y,40,NA,NA,NA,NA,NA,2014,298,48.6,Sockeye
Deadpitch,10/25/2014,Week 3,129511,Shingle Creek,NA,NA,39,2,41,NA,NA,NA,NA,NA,NA,F,S,NA,Y,41,NA,NA,NA,NA,NA,2014,298,49.3,Sockeye
Deadpitch,10/25/2014,Week 3,129512,Shingle Creek,NA,NA,36,1,42,NA,NA,NA,NA,NA,NA,M,n/a,NA,Y,42,NA,NA,NA,NA,NA,2014,298,45.5,Sockeye
Deadpitch,10/25/2014,Week 3,129513,Shingle Creek,NA,NA,24.5,2,43,NA,NA,NA,NA,NA,NA,M,n/a,NA,Y,43,NA,NA,NA,NA,NA,2014,298,31,Kokanee
Deadpitch,10/31/2014,Week 4,129514,Shingle Creek,NA,NA,43.5,2,44,NA,NA,NA,NA,NA,NA,M,n/a,NA,Y,44,NA,NA,NA,NA,NA,2014,304,55,Sockeye
Deadpitch,10/31/2014,Week 4,129515,Shingle Creek,NA,39,29,2,45,NA,NA,NA,NA,NA,NA,M,n/a,NA,Y,45,NA,NA,NA,NA,NA,2014,304,39,Sockeye
Deadpitch,10/31/2014,Week 4,129516,Shingle Creek,NA,35.5,28.5,2,46,NA,NA,NA,NA,NA,NA,M,n/a,NA,Y,46,NA,NA,NA,NA,NA,2014,304,35.5,Sockeye
Deadpitch,10/31/2014,Week 4,129517,Shingle Creek,NA,NA,37.5,2,47,NA,NA,NA,NA,NA,NA,M,n/a,NA,Y,47,NA,NA,NA,NA,NA,2014,304,47.4,Sockeye
Deadpitch,10/31/2014,Week 4,129518,Shingle Creek,NA,NA,36,2,48,NA,NA,NA,NA,NA,NA,M,n/a,NA,Y,48,NA,NA,NA,NA,NA,2014,304,45.5,Sockeye
Deadpitch,10/31/2014,Week 4,129519,Shingle Creek,NA,NA,38.5,2,49,NA,NA,NA,NA,NA,NA,F,S,NA,Y,49,NA,NA,NA,NA,NA,2014,304,48.6,Sockeye
Deadpitch,10/31/2014,Week 4,129520,Shingle Creek,NA,NA,38.5,2,50,NA,NA,NA,NA,NA,NA,F,S,NA,Y,50,NA,NA,NA,NA,NA,2014,304,48.6,Sockeye
Deadpitch,10/31/2014,Week 4,129521,Shingle Creek,NA,NA,41,2,51,NA,NA,NA,NA,NA,NA,F,S,NA,Y,51,NA,NA,NA,NA,NA,2014,304,51.8,Sockeye
Deadpitch,10/31/2014,Week 4,129522,Shingle Creek,NA,NA,38.5,2,52,NA,NA,NA,NA,NA,NA,F,S,NA,Y,52,NA,NA,NA,NA,NA,2014,304,48.6,Sockeye
Deadpitch,10/31/2014,Week 4,129523,Shingle Creek,NA,40,33,2,53,NA,NA,NA,NA,NA,NA,M,n/a,NA,Y,53,NA,NA,NA,NA,NA,2014,304,40,Sockeye
Deadpitch,10/31/2014,Week 4,129524,Shingle Creek,NA,NA,34,2,54,NA,NA,NA,NA,NA,NA,M,n/a,NA,Y,54,NA,NA,NA,NA,NA,2014,304,43,Sockeye
Deadpitch,10/31/2014,Week 4,129525,Shingle Creek,NA,NA,30.5,2,55,NA,NA,NA,NA,NA,NA,M,n/a,NA,Y,55,NA,NA,NA,NA,both otoliths deformed,2014,304,38.6,Sockeye
Deadpitch,10/31/2014,Week 4,129526,Shingle Creek,NA,NA,33,2,56,NA,NA,NA,NA,NA,NA,F,S,NA,Y,56,NA,NA,NA,NA,NA,2014,304,41.7,Sockeye
Deadpitch,10/31/2014,Week 4,129527,Shingle Creek,NA,40,32,2,57,NA,NA,NA,NA,NA,NA,M,n/a,NA,Y,57,NA,NA,NA,NA,one otolith broken,2014,304,40,Sockeye
Deadpitch,8/27/2015,#N/A,140441,Shingle,4,50,38.5,2,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,1,NA,NA,NA,NA,NA,2015,239,50,Sockeye
Deadpitch,9/15/2015,#N/A,140442,Shingle,4,NA,26.5,2,NA,NA,NA,NA,NA,NA,NA,unk,n/a,n/a,Y,2,NA,NA,NA,NA,insides eaten,2015,258,33.5,Kokanee
Deadpitch,9/15/2015,#N/A,140443,Shingle,4,NA,33.5,2,NA,NA,NA,NA,NA,NA,NA,F,S,n/a,Y,3,NA,NA,NA,NA,NA,2015,258,42.3,Sockeye
Deadpitch,9/15/2015,#N/A,140444,Shingle,4,NA,32,2,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,4,NA,NA,NA,NA,NA,2015,258,40.5,Sockeye
Deadpitch,9/15/2015,#N/A,140445,Shingle,4,NA,24.5,2,NA,NA,NA,NA,NA,NA,NA,F,S,n/a,Y,5,NA,NA,NA,NA,NA,2015,258,31,Kokanee
Deadpitch,9/15/2015,#N/A,140446,Shingle,4,NA,22,2,NA,NA,NA,NA,NA,NA,NA,F,S,n/a,Y,6,NA,NA,NA,NA,NA,2015,258,27.8,Kokanee
Deadpitch,9/15/2015,#N/A,140447,Shingle,4,NA,21.5,2,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,7,NA,NA,NA,NA,NA,2015,258,27.2,Kokanee
Deadpitch,9/15/2015,#N/A,140448,Shingle,4,NA,24,2,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,8,NA,NA,NA,NA,NA,2015,258,30.4,Kokanee
Deadpitch,9/15/2015,#N/A,140449,Shingle,4,NA,31,2,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,9,NA,NA,NA,NA,NA,2015,258,39.2,Sockeye
Deadpitch,9/15/2015,#N/A,140450,Shingle,4,NA,23,2,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,10,NA,NA,NA,NA,NA,2015,258,29.1,Kokanee
Deadpitch,9/15/2015,#N/A,140451,Shingle,4,NA,20,1,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,11,NA,NA,NA,NA,NA,2015,258,25.3,Kokanee
Deadpitch,9/15/2015,#N/A,140452,Shingle,4,NA,19,2,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,12,NA,NA,NA,NA,NA,2015,258,24.1,Kokanee
Deadpitch,9/15/2015,#N/A,140453,Shingle,4,NA,21,2,NA,NA,NA,NA,NA,NA,NA,F,S,n/a,Y,13,NA,NA,NA,NA,NA,2015,258,26.6,Kokanee
Deadpitch,9/15/2015,#N/A,140454,Shingle,4,NA,23,2,NA,NA,NA,NA,NA,NA,NA,F,S,n/a,Y,14,NA,NA,NA,NA,NA,2015,258,29.1,Kokanee
Deadpitch,9/15/2015,#N/A,140455,Shingle,4,NA,25,2,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,15,NA,NA,NA,NA,NA,2015,258,31.6,Kokanee
Deadpitch,9/15/2015,#N/A,140456,Shingle,4,NA,21.5,2,NA,NA,NA,NA,NA,NA,NA,F,S,n/a,Y,16,NA,NA,NA,NA,NA,2015,258,27.2,Kokanee
Deadpitch,9/15/2015,#N/A,140457,Shingle,4,NA,28,2,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,17,NA,NA,NA,NA,NA,2015,258,35.4,Sockeye
Deadpitch,9/15/2015,#N/A,140458,Shingle,4,42.5,33,2,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,18,NA,NA,NA,NA,NA,2015,258,42.5,Sockeye
Deadpitch,9/15/2015,#N/A,140459,Shingle,4,NA,22.5,2,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,19,NA,NA,NA,NA,NA,2015,258,28.5,Kokanee
Deadpitch,9/15/2015,#N/A,140460,Shingle,4,NA,31,2,NA,NA,NA,NA,NA,NA,NA,F,S,n/a,Y,20,NA,NA,NA,NA,NA,2015,258,39.2,Sockeye
Deadpitch,9/15/2015,#N/A,140461,Shingle,4,30.5,24,1,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,21,NA,NA,NA,NA,NA,2015,258,30.5,Kokanee
Deadpitch,9/15/2015,#N/A,140462,Shingle,4,NA,20,1,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,22,NA,NA,NA,NA,NA,2015,258,25.3,Kokanee
Deadpitch,9/15/2015,#N/A,140463,Shingle,4,39,32,2,NA,NA,NA,NA,NA,NA,NA,F,N,n/a,Y,23,NA,NA,NA,NA,NA,2015,258,39,Sockeye
Deadpitch,9/15/2015,#N/A,140464,Shingle,4,NA,30,2,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,24,NA,NA,NA,NA,NA,2015,258,37.9,Sockeye
Deadpitch,9/15/2015,#N/A,140465,Shingle,4,NA,22,2,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,25,NA,NA,NA,NA,NA,2015,258,27.8,Kokanee
Deadpitch,9/15/2015,#N/A,140466,Shingle,4,NA,39,2,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,26,NA,NA,NA,NA,NA,2015,258,49.3,Sockeye
Deadpitch,9/15/2015,#N/A,140467,Shingle,4,NA,30,2,NA,NA,NA,NA,NA,NA,NA,F,S,n/a,Y,27,NA,NA,NA,NA,NA,2015,258,37.9,Sockeye
Deadpitch,9/15/2015,#N/A,140468,Shingle,4,NA,29,2,NA,NA,NA,NA,NA,NA,NA,F,S,n/a,Y,28,NA,NA,NA,NA,NA,2015,258,36.7,Sockeye
Deadpitch,9/15/2015,#N/A,140469,Shingle,4,NA,30,2,NA,NA,NA,NA,NA,NA,NA,F,S,n/a,Y,29,NA,NA,NA,NA,NA,2015,258,37.9,Sockeye
Deadpitch,9/15/2015,#N/A,140470,Shingle,4,27.5,22.5,2,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,30,NA,NA,NA,NA,NA,2015,258,27.5,Kokanee
Deadpitch,9/15/2015,#N/A,140471,Shingle,4,NA,35.5,2,NA,NA,NA,NA,NA,NA,NA,F,S,n/a,Y,31,NA,NA,NA,NA,NA,2015,258,44.9,Sockeye
Deadpitch,9/15/2015,#N/A,140472,Shingle,4,NA,21.5,2,NA,NA,NA,NA,NA,NA,NA,F,S,n/a,Y,32,NA,NA,NA,NA,NA,2015,258,27.2,Kokanee
Deadpitch,9/15/2015,#N/A,140473,Shingle,4,NA,26.5,2,NA,NA,NA,NA,NA,NA,NA,F,S,n/a,Y,33,NA,NA,NA,NA,NA,2015,258,33.5,Kokanee
Deadpitch,9/15/2015,#N/A,140474,Shingle,4,27.5,22,2,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,34,NA,NA,NA,NA,NA,2015,258,27.5,Kokanee
Deadpitch,9/15/2015,#N/A,140475,Shingle,4,NA,27.5,2,NA,NA,NA,NA,NA,NA,NA,F,S,n/a,Y,35,NA,NA,NA,NA,NA,2015,258,34.8,Kokanee
Deadpitch,9/15/2015,#N/A,140476,Shingle,4,NA,22.5,2,NA,NA,NA,NA,NA,NA,NA,F,S,n/a,Y,36,NA,NA,NA,NA,lots of immature eggs,2015,258,28.5,Kokanee
Deadpitch,9/15/2015,#N/A,140477,Shingle,4,NA,36,2,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,37,NA,NA,NA,NA,NA,2015,258,45.5,Sockeye
Deadpitch,9/15/2015,#N/A,140478,Shingle,4,NA,22.5,2,NA,NA,NA,NA,NA,NA,NA,F,S,n/a,Y,38,NA,NA,NA,NA,NA,2015,258,28.5,Kokanee
Deadpitch,9/15/2015,#N/A,140479,Shingle,4,NA,27.5,2,NA,NA,NA,NA,NA,NA,NA,F,S,n/a,Y,39,NA,NA,NA,NA,NA,2015,258,34.8,Kokanee
Deadpitch,9/15/2015,#N/A,140480,Shingle,4,NA,26,2,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,40,NA,NA,NA,NA,NA,2015,258,32.9,Kokanee
Deadpitch,9/22/2015,#N/A,140481,Shingle,4,NA,31,2,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,41,NA,NA,NA,NA,NA,2015,265,39.2,Sockeye
Deadpitch,9/22/2015,#N/A,140482,Shingle,4,NA,32.5,2,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,42,NA,NA,NA,NA,NA,2015,265,41.1,Sockeye
Deadpitch,9/22/2015,#N/A,140483,Shingle,4,NA,35,2,NA,NA,NA,NA,NA,NA,NA,F,S,n/a,Y,43,NA,NA,NA,NA,NA,2015,265,44.2,Sockeye
Deadpitch,9/29/2015,#N/A,140484,Shingle,4,37.5,29,2,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,44,NA,NA,NA,NA,NA,2015,272,37.5,Sockeye
Deadpitch,10/26/2015,Week 4,140485,Shingle,4,22.5,18,2,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,45,NA,NA,NA,NA,NA,2015,299,22.5,Kokanee
Deadpitch,10/26/2015,Week 4,140486,Shingle,4,25.5,21,2,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,46,NA,NA,NA,NA,NA,2015,299,25.5,Kokanee
Deadpitch,10/26/2015,Week 4,140487,Shingle,4,25,20,2,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,47,NA,NA,NA,NA,NA,2015,299,25,Kokanee
Deadpitch,10/26/2015,Week 4,140488,Shingle,4,26.5,22,2,NA,NA,NA,NA,NA,NA,NA,F,N,n/a,Y,48,NA,NA,NA,NA,NA,2015,299,26.5,Kokanee
Deadpitch,10/26/2015,Week 4,140489,Shingle,4,21.5,17.5,2,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,49,NA,NA,NA,NA,gonads look immature,2015,299,21.5,Kokanee
Deadpitch,10/26/2015,Week 4,140490,Shingle,4,26.5,21.5,2,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,50,NA,NA,NA,NA,NA,2015,299,26.5,Kokanee
Deadpitch,10/26/2015,Week 4,140491,Shingle,4,23,18.5,2,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,51,NA,NA,NA,NA,NA,2015,299,23,Kokanee
Deadpitch,10/26/2015,Week 4,140492,Shingle,4,28,22.5,2,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,52,NA,NA,NA,NA,NA,2015,299,28,Kokanee
Deadpitch,10/26/2015,Week 4,140493,Shingle,4,22,17.5,2,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,53,NA,NA,NA,NA,NA,2015,299,22,Kokanee
Deadpitch,10/26/2015,Week 4,140494,Shingle,4,23,18.5,2,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,54,NA,NA,NA,NA,NA,2015,299,23,Kokanee
Deadpitch,10/26/2015,Week 4,140495,Shingle,4,25.5,20,2,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,55,NA,NA,NA,NA,NA,2015,299,25.5,Kokanee
Deadpitch,10/26/2015,Week 4,140496,Shingle,4,22.5,18,2,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,56,NA,NA,NA,NA,NA,2015,299,22.5,Kokanee
Deadpitch,10/26/2015,Week 4,140497,Shingle,4,21,17,2,NA,NA,NA,NA,NA,NA,NA,F,S,n/a,Y,57,NA,NA,NA,NA,NA,2015,299,21,Kokanee
Deadpitch,10/26/2015,Week 4,140498,Shingle,4,22,17.5,2,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,58,NA,NA,NA,NA,NA,2015,299,22,Kokanee
Deadpitch,10/26/2015,Week 4,140499,Shingle,4,23.5,18.5,2,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,59,NA,NA,NA,NA,NA,2015,299,23.5,Kokanee
Deadpitch,10/26/2015,Week 4,140500,Shingle,4,23.5,19,2,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,60,NA,NA,NA,NA,NA,2015,299,23.5,Kokanee
Deadpitch,10/26/2015,Week 4,140501,Shingle,4,27,22,2,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,61,NA,NA,NA,NA,NA,2015,299,27,Kokanee
Deadpitch,10/26/2015,Week 4,140502,Shingle,4,22.5,18.5,2,NA,NA,NA,NA,NA,NA,NA,F,S,n/a,Y,62,NA,NA,NA,NA,NA,2015,299,22.5,Kokanee
Deadpitch,10/26/2015,Week 4,140503,Shingle,4,23,18.5,2,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,63,NA,NA,NA,NA,NA,2015,299,23,Kokanee
Deadpitch,10/26/2015,Week 4,140504,Shingle,4,22,18,2,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,64,NA,NA,NA,NA,NA,2015,299,22,Kokanee
Deadpitch,10/26/2015,Week 4,140505,Shingle,4,22.5,18,2,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,65,NA,NA,NA,NA,NA,2015,299,22.5,Kokanee
Deadpitch,10/26/2015,Week 4,140506,Shingle,4,23,18,2,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,66,NA,NA,NA,NA,NA,2015,299,23,Kokanee
Deadpitch,10/26/2015,Week 4,140507,Shingle,4,22.5,18.5,2,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,67,NA,NA,NA,NA,NA,2015,299,22.5,Kokanee
Deadpitch,10/26/2015,Week 4,140508,Shingle,4,23.5,18.5,2,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,68,NA,NA,NA,NA,NA,2015,299,23.5,Kokanee
Deadpitch,10/26/2015,Week 4,140509,Shingle,4,23,18,2,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,69,NA,NA,NA,NA,NA,2015,299,23,Kokanee
Deadpitch,10/26/2015,Week 4,140510,Shingle,4,NA,19.5,2,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,70,NA,NA,NA,NA,NA,2015,299,24.7,Kokanee
Deadpitch,10/26/2015,Week 4,140511,Shingle,4,21.5,17,2,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,71,NA,NA,NA,NA,NA,2015,299,21.5,Kokanee
Deadpitch,10/26/2015,Week 4,140512,Shingle,4,23.5,19,2,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,72,NA,NA,NA,NA,NA,2015,299,23.5,Kokanee
Deadpitch,10/26/2015,Week 4,140513,Shingle,4,25.5,20,2,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,73,NA,NA,NA,NA,NA,2015,299,25.5,Kokanee
Deadpitch,10/26/2015,Week 4,140514,Shingle,4,NA,18.5,2,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,74,NA,NA,NA,NA,NA,2015,299,23.4,Kokanee
Deadpitch,10/26/2015,Week 4,140515,Shingle,4,NA,18.5,2,NA,NA,NA,NA,NA,NA,NA,F,S,n/a,Y,75,NA,NA,NA,NA,NA,2015,299,23.4,Kokanee
Deadpitch,10/26/2015,Week 4,140516,Shingle,4,NA,18.5,2,NA,NA,NA,NA,NA,NA,NA,F,N,n/a,Y,76,NA,NA,NA,NA,NA,2015,299,23.4,Kokanee
Deadpitch,10/26/2015,Week 4,140517,Shingle,4,22,18,2,NA,NA,NA,NA,NA,NA,NA,M,n/a,n/a,Y,77,NA,NA,NA,NA,NA,2015,299,22,Kokanee
